Time(s) Column1 Column2 Y
117.49 0.333333 -2.38898e-15 0.333333
117.5 0.333333 -2.38898e-15 0.333333
117.51 0.333333 -2.38898e-15 0.333333
117.52 0.333333 -2.38898e-15 0.333333
117.53 0.333333 -2.38898e-15 0.333333
117.54 0.333333 -2.38898e-15 0.333333
117.55 0.333333 -2.38898e-15 0.333333
117.56 0.333333 -2.38898e-15 0.333333
117.57 0.333333 -2.38898e-15 0.333333
117.58 0.333333 -2.38898e-15 0.333333
117.59 0.333333 -2.38898e-15 0.333333
117.6 0.333333 -2.38898e-15 0.333333
117.61 0.333333 -2.38898e-15 0.333333
117.62 0.333333 -2.38898e-15 0.333333
117.63 0.333333 -2.38898e-15 0.333333
117.64 0.333333 -2.38898e-15 0.333333
117.65 0.333333 -2.38898e-15 0.333333
117.66 0.333333 -2.38898e-15 0.333333
117.67 0.333333 -2.38898e-15 0.333333
117.68 0.333333 -2.38898e-15 0.333333
117.69 0.333333 -2.38898e-15 0.333333
117.7 0.333333 -2.38898e-15 0.333333
117.71 0.333333 -2.38898e-15 0.333333
117.72 0.333333 -2.38898e-15 0.333333
117.73 0.333333 -2.38898e-15 0.333333
117.74 0.333333 -2.38898e-15 0.333333
117.75 0.333333 -2.38898e-15 0.333333
117.76 0.333333 -2.38898e-15 0.333333
117.77 0.333333 -2.38898e-15 0.333333
117.78 0.333333 -2.38898e-15 0.333333
117.79 0.333333 -2.38898e-15 0.333333
117.8 0.333333 -2.38898e-15 0.333333
117.81 0.333333 -2.38898e-15 0.333333
117.82 0.333333 -2.38898e-15 0.333333
117.83 0.333333 -2.38898e-15 0.333333
117.84 0.333333 -2.38898e-15 0.333333
117.85 0.333333 -2.38898e-15 0.333333
117.86 0.333333 -2.38898e-15 0.333333
117.87 0.333333 -2.38898e-15 0.333333
117.88 0.333333 -2.38898e-15 0.333333
117.89 0.333333 -2.38898e-15 0.333333
117.9 0.333333 -2.38898e-15 0.333333
117.91 0.333333 -2.38898e-15 0.333333
117.92 0.333333 -2.38898e-15 0.333333
117.93 0.333333 -2.38898e-15 0.333333
117.94 0.333333 -2.38898e-15 0.333333
117.95 0.333333 -2.38898e-15 0.333333
117.96 0.333333 -2.38898e-15 0.333333
117.97 0.333333 -2.38898e-15 0.333333
117.98 0.333333 -2.38898e-15 0.333333
117.99 0.333333 -2.38898e-15 0.333333
118 0.333333 -2.38898e-15 0.333333
118.01 0.333333 -2.38898e-15 0.333333
118.02 0.333333 -2.38898e-15 0.333333
118.03 0.333333 -2.38898e-15 0.333333
118.04 0.333333 -2.38898e-15 0.333333
118.05 0.333333 -2.38898e-15 0.333333
118.06 0.333333 -2.38898e-15 0.333333
118.07 0.333333 -2.38898e-15 0.333333
118.08 0.333333 -2.38898e-15 0.333333
118.09 0.333333 -2.38898e-15 0.333333
118.1 0.333333 -2.38898e-15 0.333333
118.11 0.333333 -2.38898e-15 0.333333
118.12 0.333333 -2.38898e-15 0.333333
118.13 0.333333 -2.38898e-15 0.333333
118.14 0.333333 -2.38898e-15 0.333333
118.15 0.333333 -2.38898e-15 0.333333
118.16 0.333333 -2.38898e-15 0.333333
118.17 0.333333 -2.38898e-15 0.333333
118.18 0.333333 -2.38898e-15 0.333333
118.19 0.333333 -2.38898e-15 0.333333
118.2 0.333333 -2.38898e-15 0.333333
118.21 0.333333 -2.38898e-15 0.333333
118.22 0.333333 -2.38898e-15 0.333333
118.23 0.333333 -2.38898e-15 0.333333
118.24 0.333333 -2.38898e-15 0.333333
118.25 0.333333 -2.38898e-15 0.333333
118.26 0.333333 -2.38898e-15 0.333333
118.27 0.333333 -2.38898e-15 0.333333
118.28 0.333333 -2.38898e-15 0.333333
118.29 0.333333 -2.38898e-15 0.333333
118.3 0.333333 -2.38898e-15 0.333333
118.31 0.333333 -2.38898e-15 0.333333
118.32 0.333333 -2.38898e-15 0.333333
118.33 0.333333 -2.38898e-15 0.333333
118.34 0.333333 -2.38898e-15 0.333333
118.35 0.333333 -2.38898e-15 0.333333
118.36 0.333333 -2.38898e-15 0.333333
118.37 0.333333 -2.38898e-15 0.333333
118.38 0.333333 -2.38898e-15 0.333333
118.39 0.333333 -2.38898e-15 0.333333
118.4 0.333333 -2.38898e-15 0.333333
118.41 0.333333 -2.38898e-15 0.333333
118.42 0.333333 -2.38898e-15 0.333333
118.43 0.333333 -2.38898e-15 0.333333
118.44 0.333333 -2.38898e-15 0.333333
118.45 0.333333 -2.38898e-15 0.333333
118.46 0.333333 -2.38898e-15 0.333333
118.47 0.333333 -2.38898e-15 0.333333
118.48 0.333333 -2.38898e-15 0.333333
118.49 0.333333 -2.38898e-15 0.333333
118.5 0.333333 -2.38898e-15 0.333333
118.51 0.333333 -2.38898e-15 0.333333
118.52 0.333333 -2.38898e-15 0.333333
118.53 0.333333 -2.38898e-15 0.333333
118.54 0.333333 -2.38898e-15 0.333333
118.55 0.333333 -2.38898e-15 0.333333
118.56 0.333333 -2.38898e-15 0.333333
118.57 0.333333 -2.38898e-15 0.333333
118.58 0.333333 -2.38898e-15 0.333333
118.59 0.333333 -2.38898e-15 0.333333
118.6 0.333333 -2.38898e-15 0.333333
118.61 0.333333 -2.38898e-15 0.333333
118.62 0.333333 -2.38898e-15 0.333333
118.63 0.333333 -2.38898e-15 0.333333
118.64 0.333333 -2.38898e-15 0.333333
118.65 0.333333 -2.38898e-15 0.333333
118.66 0.333333 -2.38898e-15 0.333333
118.67 0.333333 -2.38898e-15 0.333333
118.68 0.333333 -2.38898e-15 0.333333
118.69 0.333333 -2.38898e-15 0.333333
118.7 0.333333 -2.38898e-15 0.333333
118.71 0.333333 -2.38898e-15 0.333333
118.72 0.333333 -2.38898e-15 0.333333
118.73 0.333333 -2.38898e-15 0.333333
118.74 0.333333 -2.38898e-15 0.333333
118.75 0.333333 -2.38898e-15 0.333333
118.76 0.333333 -2.38898e-15 0.333333
118.77 0.333333 -2.38898e-15 0.333333
118.78 0.333333 -2.38898e-15 0.333333
118.79 0.333333 -2.38898e-15 0.333333
118.8 0.333333 -2.38898e-15 0.333333
118.81 0.333333 -2.38898e-15 0.333333
118.82 0.333333 -2.38898e-15 0.333333
118.83 0.333333 -2.38898e-15 0.333333
118.84 0.333333 -2.38898e-15 0.333333
118.85 0.333333 -2.38898e-15 0.333333
118.86 0.333333 -2.38898e-15 0.333333
118.87 0.333333 -2.38898e-15 0.333333
118.88 0.333333 -2.38898e-15 0.333333
118.89 0.333333 -2.38898e-15 0.333333
118.9 0.333333 -2.38898e-15 0.333333
118.91 0.333333 -2.38898e-15 0.333333
118.92 0.333333 -2.38898e-15 0.333333
118.93 0.333333 -2.38898e-15 0.333333
118.94 0.333333 -2.38898e-15 0.333333
118.95 0.333333 -2.38898e-15 0.333333
118.96 0.333333 -2.38898e-15 0.333333
118.97 0.333333 -2.38898e-15 0.333333
118.98 0.333333 -2.38898e-15 0.333333
118.99 0.333333 -2.38898e-15 0.333333
119 0.333333 -2.38898e-15 0.333333
119.01 0.333333 -2.38898e-15 0.333333
119.02 0.333333 -2.38898e-15 0.333333
119.03 0.333333 -2.38898e-15 0.333333
119.04 0.333333 -2.38898e-15 0.333333
119.05 0.333333 -2.38898e-15 0.333333
119.06 0.333333 -2.38898e-15 0.333333
119.07 0.333333 -2.38898e-15 0.333333
119.08 0.333333 -2.38898e-15 0.333333
119.09 0.333333 -2.38898e-15 0.333333
119.1 0.333333 -2.38898e-15 0.333333
119.11 0.333333 -2.38898e-15 0.333333
119.12 0.333333 -2.38898e-15 0.333333
119.13 0.333333 -2.38898e-15 0.333333
119.14 0.333333 -2.38898e-15 0.333333
119.15 0.333333 -2.38898e-15 0.333333
119.16 0.333333 -2.38898e-15 0.333333
119.17 0.333333 -2.38898e-15 0.333333
119.18 0.333333 -2.38898e-15 0.333333
119.19 0.333333 -2.38898e-15 0.333333
119.2 0.333333 -2.38898e-15 0.333333
119.21 0.333333 -2.38898e-15 0.333333
119.22 0.333333 -2.38898e-15 0.333333
119.23 0.333333 -2.38898e-15 0.333333
119.24 0.333333 -2.38898e-15 0.333333
119.25 0.333333 -2.38898e-15 0.333333
119.26 0.333333 -2.38898e-15 0.333333
119.27 0.333333 -2.38898e-15 0.333333
119.28 0.333333 -2.38898e-15 0.333333
119.29 0.333333 -2.38898e-15 0.333333
119.3 0.333333 -2.38898e-15 0.333333
119.31 0.333333 -2.38898e-15 0.333333
119.32 0.333333 -2.38898e-15 0.333333
119.33 0.333333 -2.38898e-15 0.333333
119.34 0.333333 -2.38898e-15 0.333333
119.35 0.333333 -2.38898e-15 0.333333
119.36 0.333333 -2.38898e-15 0.333333
119.37 0.333333 -2.38898e-15 0.333333
119.38 0.333333 -2.38898e-15 0.333333
119.39 0.333333 -2.38898e-15 0.333333
119.4 0.333333 -2.38898e-15 0.333333
119.41 0.333333 -2.38898e-15 0.333333
119.42 0.333333 -2.38898e-15 0.333333
119.43 0.333333 -2.38898e-15 0.333333
119.44 0.333333 -2.38898e-15 0.333333
119.45 0.333333 -2.38898e-15 0.333333
119.46 0.333333 -2.38898e-15 0.333333
119.47 0.333333 -2.38898e-15 0.333333
119.48 0.333333 -2.38898e-15 0.333333
119.49 0.333333 -2.38898e-15 0.333333
119.5 0.333333 -2.38898e-15 0.333333
119.51 0.333333 -2.38898e-15 0.333333
119.52 0.333333 -2.38898e-15 0.333333
119.53 0.333333 -2.38898e-15 0.333333
119.54 0.333333 -2.38898e-15 0.333333
119.55 0.333333 -2.38898e-15 0.333333
119.56 0.333333 -2.38898e-15 0.333333
119.57 0.333333 -2.38898e-15 0.333333
119.58 0.333333 -2.38898e-15 0.333333
119.59 0.333333 -2.38898e-15 0.333333
119.6 0.333333 -2.38898e-15 0.333333
119.61 0.333333 -2.38898e-15 0.333333
119.62 0.333333 -2.38898e-15 0.333333
119.63 0.333333 -2.38898e-15 0.333333
119.64 0.333333 -2.38898e-15 0.333333
119.65 0.333333 -2.38898e-15 0.333333
119.66 0.333333 -2.38898e-15 0.333333
119.67 0.333333 -2.38898e-15 0.333333
119.68 0.333333 -2.38898e-15 0.333333
119.69 0.333333 -2.38898e-15 0.333333
119.7 0.333333 -2.38898e-15 0.333333
119.71 0.333333 -2.38898e-15 0.333333
119.72 0.333333 -2.38898e-15 0.333333
119.73 0.333333 -2.38898e-15 0.333333
119.74 0.333333 -2.38898e-15 0.333333
119.75 0.333333 -2.38898e-15 0.333333
119.76 0.333333 -2.38898e-15 0.333333
119.77 0.333333 -2.38898e-15 0.333333
119.78 0.333333 -2.38898e-15 0.333333
119.79 0.333333 -2.38898e-15 0.333333
119.8 0.333333 -2.38898e-15 0.333333
119.81 0.333333 -2.38898e-15 0.333333
119.82 0.333333 -2.38898e-15 0.333333
119.83 0.333333 -2.38898e-15 0.333333
119.84 0.333333 -2.38898e-15 0.333333
119.85 0.333333 -2.38898e-15 0.333333
119.86 0.333333 -2.38898e-15 0.333333
119.87 0.333333 -2.38898e-15 0.333333
119.88 0.333333 -2.38898e-15 0.333333
119.89 0.333333 -2.38898e-15 0.333333
119.9 0.333333 -2.38898e-15 0.333333
119.91 0.333333 -2.38898e-15 0.333333
119.92 0.333333 -2.38898e-15 0.333333
119.93 0.333333 -2.38898e-15 0.333333
119.94 0.333333 -2.38898e-15 0.333333
119.95 0.333333 -2.38898e-15 0.333333
119.96 0.333333 -2.38898e-15 0.333333
119.97 0.333333 -2.38898e-15 0.333333
119.98 0.333333 -2.38898e-15 0.333333
119.99 0.333333 -2.38898e-15 0.333333
120 0.333333 -2.38898e-15 0.333333
120.01 0.333333 -2.38898e-15 0.333333
120.02 0.333333 -2.38898e-15 0.333333
120.03 0.333333 -2.38898e-15 0.333333
120.04 0.333333 -2.38898e-15 0.333333
120.05 0.333333 -2.38898e-15 0.333333
120.06 0.333333 -2.38898e-15 0.333333
120.07 0.333333 -2.38898e-15 0.333333
120.08 0.333333 -2.38898e-15 0.333333
120.09 0.333333 -2.38898e-15 0.333333
120.1 0.333333 -2.38898e-15 0.333333
120.11 0.333333 -2.38898e-15 0.333333
120.12 0.333333 -2.38898e-15 0.333333
120.13 0.333333 -2.38898e-15 0.333333
120.14 0.333333 -2.38898e-15 0.333333
120.15 0.333333 -2.38898e-15 0.333333
120.16 0.333333 -2.38898e-15 0.333333
120.17 0.333333 -2.38898e-15 0.333333
120.18 0.333333 -2.38898e-15 0.333333
120.19 0.333333 -2.38898e-15 0.333333
120.2 0.333333 -2.38898e-15 0.333333
120.21 0.333333 -2.38898e-15 0.333333
120.22 0.333333 -2.38898e-15 0.333333
120.23 0.333333 -2.38898e-15 0.333333
120.24 0.333333 -2.38898e-15 0.333333
120.25 0.333333 -2.38898e-15 0.333333
120.26 0.333333 -2.38898e-15 0.333333
120.27 0.333333 -2.38898e-15 0.333333
120.28 0.333333 -2.38898e-15 0.333333
120.29 0.333333 -2.38898e-15 0.333333
120.3 0.333333 -2.38898e-15 0.333333
120.31 0.333333 -2.38898e-15 0.333333
120.32 0.333333 -2.38898e-15 0.333333
120.33 0.333333 -2.38898e-15 0.333333
120.34 0.333333 -2.38898e-15 0.333333
120.35 0.333333 -2.38898e-15 0.333333
120.36 0.333333 -2.38898e-15 0.333333
120.37 0.333333 -2.38898e-15 0.333333
120.38 0.333333 -2.38898e-15 0.333333
120.39 0.333333 -2.38898e-15 0.333333
120.4 0.333333 -2.38898e-15 0.333333
120.41 0.333333 -2.38898e-15 0.333333
120.42 0.333333 -2.38898e-15 0.333333
120.43 0.333333 -2.38898e-15 0.333333
120.44 0.333333 -2.38898e-15 0.333333
120.45 0.333333 -2.38898e-15 0.333333
120.46 0.333333 -2.38898e-15 0.333333
120.47 0.333333 -2.38898e-15 0.333333
120.48 0.333333 -2.38898e-15 0.333333
120.49 0.333333 -2.38898e-15 0.333333
120.5 0.333333 -2.38898e-15 0.333333
120.51 0.333333 -2.38898e-15 0.333333
120.52 0.333333 -2.38898e-15 0.333333
120.53 0.333333 -2.38898e-15 0.333333
120.54 0.333333 -2.38898e-15 0.333333
120.55 0.333333 -2.38898e-15 0.333333
120.56 0.333333 -2.38898e-15 0.333333
120.57 0.333333 -2.38898e-15 0.333333
120.58 0.333333 -2.38898e-15 0.333333
120.59 0.333333 -2.38898e-15 0.333333
120.6 0.333333 -2.38898e-15 0.333333
120.61 0.333333 -2.38898e-15 0.333333
120.62 0.333333 -2.38898e-15 0.333333
120.63 0.333333 -2.38898e-15 0.333333
120.64 0.333333 -2.38898e-15 0.333333
120.65 0.333333 -2.38898e-15 0.333333
120.66 0.333333 -2.38898e-15 0.333333
120.67 0.333333 -2.38898e-15 0.333333
120.68 0.333333 -2.38898e-15 0.333333
120.69 0.333333 -2.38898e-15 0.333333
120.7 0.333333 -2.38898e-15 0.333333
120.71 0.333333 -2.38898e-15 0.333333
120.72 0.333333 -2.38898e-15 0.333333
120.73 0.333333 -2.38898e-15 0.333333
120.74 0.333333 -2.38898e-15 0.333333
120.75 0.333333 -2.38898e-15 0.333333
120.76 0.333333 -2.38898e-15 0.333333
120.77 0.333333 -2.38898e-15 0.333333
120.78 0.333333 -2.38898e-15 0.333333
120.79 0.333333 -2.38898e-15 0.333333
120.8 0.333333 -2.38898e-15 0.333333
120.81 0.333333 -2.38898e-15 0.333333
120.82 0.333333 -2.38898e-15 0.333333
120.83 0.333333 -2.38898e-15 0.333333
120.84 0.333333 -2.38898e-15 0.333333
120.85 0.333333 -2.38898e-15 0.333333
120.86 0.333333 -2.38898e-15 0.333333
120.87 0.333333 -2.38898e-15 0.333333
120.88 0.333333 -2.38898e-15 0.333333
120.89 0.333333 -2.38898e-15 0.333333
120.9 0.333333 -2.38898e-15 0.333333
120.91 0.333333 -2.38898e-15 0.333333
120.92 0.333333 -2.38898e-15 0.333333
120.93 0.333333 -2.38898e-15 0.333333
120.94 0.333333 -2.38898e-15 0.333333
120.95 0.333333 -2.38898e-15 0.333333
120.96 0.333333 -2.38898e-15 0.333333
120.97 0.333333 -2.38898e-15 0.333333
120.98 0.333333 -2.38898e-15 0.333333
120.99 0.333333 -2.38898e-15 0.333333
121 0.333333 -2.38898e-15 0.333333
121.01 0.333333 -2.38898e-15 0.333333
121.02 0.333333 -2.38898e-15 0.333333
121.03 0.333333 -2.38898e-15 0.333333
121.04 0.333333 -2.38898e-15 0.333333
121.05 0.333333 -2.38898e-15 0.333333
121.06 0.333333 -2.38898e-15 0.333333
121.07 0.333333 -2.38898e-15 0.333333
121.08 0.333333 -2.38898e-15 0.333333
121.09 0.333333 -2.38898e-15 0.333333
121.1 0.333333 -2.38898e-15 0.333333
121.11 0.333333 -2.38898e-15 0.333333
121.12 0.333333 -2.38898e-15 0.333333
121.13 0.333333 -2.38898e-15 0.333333
121.14 0.333333 -2.38898e-15 0.333333
121.15 0.333333 -2.38898e-15 0.333333
121.16 0.333333 -2.38898e-15 0.333333
121.17 0.333333 -2.38898e-15 0.333333
121.18 0.333333 -2.38898e-15 0.333333
121.19 0.333333 -2.38898e-15 0.333333
121.2 0.333333 -2.38898e-15 0.333333
121.21 0.333333 -2.38898e-15 0.333333
121.22 0.333333 -2.38898e-15 0.333333
121.23 0.333333 -2.38898e-15 0.333333
121.24 0.333333 -2.38898e-15 0.333333
121.25 0.333333 -2.38898e-15 0.333333
121.26 0.333333 -2.38898e-15 0.333333
121.27 0.333333 -2.38898e-15 0.333333
121.28 0.333333 -2.38898e-15 0.333333
121.29 0.333333 -2.38898e-15 0.333333
121.3 0.333333 -2.38898e-15 0.333333
121.31 0.333333 -2.38898e-15 0.333333
121.32 0.333333 -2.38898e-15 0.333333
121.33 0.333333 -2.38898e-15 0.333333
121.34 0.333333 -2.38898e-15 0.333333
121.35 0.333333 -2.38898e-15 0.333333
121.36 0.333333 -2.38898e-15 0.333333
121.37 0.333333 -2.38898e-15 0.333333
121.38 0.333333 -2.38898e-15 0.333333
121.39 0.333333 -2.38898e-15 0.333333
121.4 0.333333 -2.38898e-15 0.333333
121.41 0.333333 -2.38898e-15 0.333333
121.42 0.333333 -2.38898e-15 0.333333
121.43 0.333333 -2.38898e-15 0.333333
121.44 0.333333 -2.38898e-15 0.333333
121.45 0.333333 -2.38898e-15 0.333333
121.46 0.333333 -2.38898e-15 0.333333
121.47 0.333333 -2.38898e-15 0.333333
121.48 0.333333 -2.38898e-15 0.333333
121.49 0.333333 -2.38898e-15 0.333333
121.5 0.333333 -2.38898e-15 0.333333
121.51 0.333333 -2.38898e-15 0.333333
121.52 0.333333 -2.38898e-15 0.333333
121.53 0.333333 -2.38898e-15 0.333333
121.54 0.333333 -2.38898e-15 0.333333
121.55 0.333333 -2.38898e-15 0.333333
121.56 0.333333 -2.38898e-15 0.333333
121.57 0.333333 -2.38898e-15 0.333333
121.58 0.333333 -2.38898e-15 0.333333
121.59 0.333333 -2.38898e-15 0.333333
121.6 0.333333 -2.38898e-15 0.333333
121.61 0.333333 -2.38898e-15 0.333333
121.62 0.333333 -2.38898e-15 0.333333
121.63 0.333333 -2.38898e-15 0.333333
121.64 0.333333 -2.38898e-15 0.333333
121.65 0.333333 -2.38898e-15 0.333333
121.66 0.333333 -2.38898e-15 0.333333
121.67 0.333333 -2.38898e-15 0.333333
121.68 0.333333 -2.38898e-15 0.333333
121.69 0.333333 -2.38898e-15 0.333333
121.7 0.333333 -2.38898e-15 0.333333
121.71 0.333333 -2.38898e-15 0.333333
121.72 0.333333 -2.38898e-15 0.333333
121.73 0.333333 -2.38898e-15 0.333333
121.74 0.333333 -2.38898e-15 0.333333
121.75 0.333333 -2.38898e-15 0.333333
121.76 0.333333 -2.38898e-15 0.333333
121.77 0.333333 -2.38898e-15 0.333333
121.78 0.333333 -2.38898e-15 0.333333
121.79 0.333333 -2.38898e-15 0.333333
121.8 0.333333 -2.38898e-15 0.333333
121.81 0.333333 -2.38898e-15 0.333333
121.82 0.333333 -2.38898e-15 0.333333
121.83 0.333333 -2.38898e-15 0.333333
121.84 0.333333 -2.38898e-15 0.333333
121.85 0.333333 -2.38898e-15 0.333333
121.86 0.333333 -2.38898e-15 0.333333
121.87 0.333333 -2.38898e-15 0.333333
121.88 0.333333 -2.38898e-15 0.333333
121.89 0.333333 -2.38898e-15 0.333333
121.9 0.333333 -2.38898e-15 0.333333
121.91 0.333333 -2.38898e-15 0.333333
121.92 0.333333 -2.38898e-15 0.333333
121.93 0.333333 -2.38898e-15 0.333333
121.94 0.333333 -2.38898e-15 0.333333
121.95 0.333333 -2.38898e-15 0.333333
121.96 0.333333 -2.38898e-15 0.333333
121.97 0.333333 -2.38898e-15 0.333333
121.98 0.333333 -2.38898e-15 0.333333
121.99 0.333333 -2.38898e-15 0.333333
122 0.333333 -2.38898e-15 0.333333
122.01 0.333333 -2.38898e-15 0.333333
122.02 0.333333 -2.38898e-15 0.333333
122.03 0.333333 -2.38898e-15 0.333333
122.04 0.333333 -2.38898e-15 0.333333
122.05 0.333333 -2.38898e-15 0.333333
122.06 0.333333 -2.38898e-15 0.333333
122.07 0.333333 -2.38898e-15 0.333333
122.08 0.333333 -2.38898e-15 0.333333
122.09 0.333333 -2.38898e-15 0.333333
122.1 0.333333 -2.38898e-15 0.333333
122.11 0.333333 -2.38898e-15 0.333333
122.12 0.333333 -2.38898e-15 0.333333
122.13 0.333333 -2.38898e-15 0.333333
122.14 0.333333 -2.38898e-15 0.333333
122.15 0.333333 -2.38898e-15 0.333333
122.16 0.333333 -2.38898e-15 0.333333
122.17 0.333333 -2.38898e-15 0.333333
122.18 0.333333 -2.38898e-15 0.333333
122.19 0.333333 -2.38898e-15 0.333333
122.2 0.333333 -2.38898e-15 0.333333
122.21 0.333333 -2.38898e-15 0.333333
122.22 0.333333 -2.38898e-15 0.333333
122.23 0.333333 -2.38898e-15 0.333333
122.24 0.333333 -2.38898e-15 0.333333
122.25 0.333333 -2.38898e-15 0.333333
122.26 0.333333 -2.38898e-15 0.333333
122.27 0.333333 -2.38898e-15 0.333333
122.28 0.333333 -2.38898e-15 0.333333
122.29 0.333333 -2.38898e-15 0.333333
122.3 0.333333 -2.38898e-15 0.333333
122.31 0.333333 -2.38898e-15 0.333333
122.32 0.333333 -2.38898e-15 0.333333
122.33 0.333333 -2.38898e-15 0.333333
122.34 0.333333 -2.38898e-15 0.333333
122.35 0.333333 -2.38898e-15 0.333333
122.36 0.333333 -2.38898e-15 0.333333
122.37 0.333333 -2.38898e-15 0.333333
122.38 0.333333 -2.38898e-15 0.333333
122.39 0.333333 -2.38898e-15 0.333333
122.4 0.333333 -2.38898e-15 0.333333
122.41 0.333333 -2.38898e-15 0.333333
122.42 0.333333 -2.38898e-15 0.333333
122.43 0.333333 -2.38898e-15 0.333333
122.44 0.333333 -2.38898e-15 0.333333
122.45 0.333333 -2.38898e-15 0.333333
122.46 0.333333 -2.38898e-15 0.333333
122.47 0.333333 -2.38898e-15 0.333333
122.48 0.333333 -2.38898e-15 0.333333
122.49 0.333333 -2.38898e-15 0.333333
122.5 0.333333 -2.38898e-15 0.333333
122.51 0.333333 -2.38898e-15 0.333333
122.52 0.333333 -2.38898e-15 0.333333
122.53 0.333333 -2.38898e-15 0.333333
122.54 0.333333 -2.38898e-15 0.333333
122.55 0.333333 -2.38898e-15 0.333333
122.56 0.333333 -2.38898e-15 0.333333
122.57 0.333333 -2.38898e-15 0.333333
122.58 0.333333 -2.38898e-15 0.333333
122.59 0.333333 -2.38898e-15 0.333333
122.6 0.333333 -2.38898e-15 0.333333
122.61 0.333333 -2.38898e-15 0.333333
122.62 0.333333 -2.38898e-15 0.333333
122.63 0.333333 -2.38898e-15 0.333333
122.64 0.333333 -2.38898e-15 0.333333
122.65 0.333333 -2.38898e-15 0.333333
122.66 0.333333 -2.38898e-15 0.333333
122.67 0.333333 -2.38898e-15 0.333333
122.68 0.333333 -2.38898e-15 0.333333
122.69 0.333333 -2.38898e-15 0.333333
122.7 0.333333 -2.38898e-15 0.333333
122.71 0.333333 -2.38898e-15 0.333333
122.72 0.333333 -2.38898e-15 0.333333
122.73 0.333333 -2.38898e-15 0.333333
122.74 0.333333 -2.38898e-15 0.333333
122.75 0.333333 -2.38898e-15 0.333333
122.76 0.333333 -2.38898e-15 0.333333
122.77 0.333333 -2.38898e-15 0.333333
122.78 0.333333 -2.38898e-15 0.333333
122.79 0.333333 -2.38898e-15 0.333333
122.8 0.333333 -2.38898e-15 0.333333
122.81 0.333333 -2.38898e-15 0.333333
122.82 0.333333 -2.38898e-15 0.333333
122.83 0.333333 -2.38898e-15 0.333333
122.84 0.333333 -2.38898e-15 0.333333
122.85 0.333333 -2.38898e-15 0.333333
122.86 0.333333 -2.38898e-15 0.333333
122.87 0.333333 -2.38898e-15 0.333333
122.88 0.333333 -2.38898e-15 0.333333
122.89 0.333333 -2.38898e-15 0.333333
122.9 0.333333 -2.38898e-15 0.333333
122.91 0.333333 -2.38898e-15 0.333333
122.92 0.333333 -2.38898e-15 0.333333
122.93 0.333333 -2.38898e-15 0.333333
122.94 0.333333 -2.38898e-15 0.333333
122.95 0.333333 -2.38898e-15 0.333333
122.96 0.333333 -2.38898e-15 0.333333
122.97 0.333333 -2.38898e-15 0.333333
122.98 0.333333 -2.38898e-15 0.333333
122.99 0.333333 -2.38898e-15 0.333333
123 0.333333 -2.38898e-15 0.333333
123.01 0.333333 -2.38898e-15 0.333333
123.02 0.333333 -2.38898e-15 0.333333
123.03 0.333333 -2.38898e-15 0.333333
123.04 0.333333 -2.38898e-15 0.333333
123.05 0.333333 -2.38898e-15 0.333333
123.06 0.333333 -2.38898e-15 0.333333
123.07 0.333333 -2.38898e-15 0.333333
123.08 0.333333 -2.38898e-15 0.333333
123.09 0.333333 -2.38898e-15 0.333333
123.1 0.333333 -2.38898e-15 0.333333
123.11 0.333333 -2.38898e-15 0.333333
123.12 0.333333 -2.38898e-15 0.333333
123.13 0.333333 -2.38898e-15 0.333333
123.14 0.333333 -2.38898e-15 0.333333
123.15 0.333333 -2.38898e-15 0.333333
123.16 0.333333 -2.38898e-15 0.333333
123.17 0.333333 -2.38898e-15 0.333333
123.18 0.333333 -2.38898e-15 0.333333
123.19 0.333333 -2.38898e-15 0.333333
123.2 0.333333 -2.38898e-15 0.333333
123.21 0.333333 -2.38898e-15 0.333333
123.22 0.333333 -2.38898e-15 0.333333
123.23 0.333333 -2.38898e-15 0.333333
123.24 0.333333 -2.38898e-15 0.333333
123.25 0.333333 -2.38898e-15 0.333333
123.26 0.333333 -2.38898e-15 0.333333
123.27 0.333333 -2.38898e-15 0.333333
123.28 0.333333 -2.38898e-15 0.333333
123.29 0.333333 -2.38898e-15 0.333333
123.3 0.333333 -2.38898e-15 0.333333
123.31 0.333333 -2.38898e-15 0.333333
123.32 0.333333 -2.38898e-15 0.333333
123.33 0.333333 -2.38898e-15 0.333333
123.34 0.333333 -2.38898e-15 0.333333
123.35 0.333333 -2.38898e-15 0.333333
123.36 0.333333 -2.38898e-15 0.333333
123.37 0.333333 -2.38898e-15 0.333333
123.38 0.333333 -2.38898e-15 0.333333
123.39 0.333333 -2.38898e-15 0.333333
123.4 0.333333 -2.38898e-15 0.333333
123.41 0.333333 -2.38898e-15 0.333333
123.42 0.333333 -2.38898e-15 0.333333
123.43 0.333333 -2.38898e-15 0.333333
123.44 0.333333 -2.38898e-15 0.333333
123.45 0.333333 -2.38898e-15 0.333333
123.46 0.333333 -2.38898e-15 0.333333
123.47 0.333333 -2.38898e-15 0.333333
123.48 0.333333 -2.38898e-15 0.333333
123.49 0.333333 -2.38898e-15 0.333333
123.5 0.333333 -2.38898e-15 0.333333
123.51 0.333333 -2.38898e-15 0.333333
123.52 0.333333 -2.38898e-15 0.333333
123.53 0.333333 -2.38898e-15 0.333333
123.54 0.333333 -2.38898e-15 0.333333
123.55 0.333333 -2.38898e-15 0.333333
123.56 0.333333 -2.38898e-15 0.333333
